id,item 1,item 2,item 3,item 4,item 5,item 6,item 7,item 8,item 9,item 10,item 11,item 12,item 13,item 14,item 15,item 16,item 17
24,,Bread,,,Corn,,Eggs,,Kidney Beans,Milk,Nutmeg,Onion,,Unicorn,Yogurt,
25,,Bread,Butter,,,,Eggs,,,Milk,,,,,Yogurt,chocolate
26,,Bread,Butter,Cheese,Corn,,,,Kidney Beans,Milk,,,,Unicorn,,chocolate
27,,Bread,Butter,,,,,,,,,,,,,
28,,Bread,Butter,,,,,,Kidney Beans,Milk,Nutmeg,,,Unicorn,Yogurt,chocolate
29,Apple,Bread,,,,,,Ice cream,,,,Onion,,,Yogurt,
30,,,,,Corn,Dill,,,,Milk,,,,Unicorn,,chocolate
31,Apple,Bread,Butter,,,Dill,,,,Milk,,,,Unicorn,Yogurt,
32,,,,Cheese,,,Eggs,,Kidney Beans,,,,,,,
33,,,,,,Dill,,,,Milk,Nutmeg,,Sugar,,,
34,,Bread,,,,Dill,,Ice cream,,,,Onion,,,,chocolate
35,,,,Cheese,,Dill,Eggs,,,,,Onion,,Unicorn,,chocolate
36,Apple,,,Cheese,Corn,Dill,,Ice cream,Kidney Beans,,Nutmeg,Onion,,Unicorn,Yogurt,chocolate
37,,,,,Corn,,Eggs,Ice cream,,Milk,Nutmeg,,,,,chocolate
38,,,Butter,,,,,,Kidney Beans,,,,Sugar,,,
39,,Bread,,Cheese,Corn,,Eggs,Ice cream,,,Nutmeg,,,,Yogurt,
40,Apple,Bread,Butter,Cheese,Corn,,Eggs,,Kidney Beans,,,,,Unicorn,,chocolate
41,,Bread,Butter,,,,,,,,,,,,Yogurt,chocolate
42,,Bread,,,,,,,,,,Onion,,,,
43,Apple,Bread,,,Corn,Dill,,Ice cream,Kidney Beans,Milk,,Onion,,,,chocolate
44,,,,,,,,Ice cream,,,,,Sugar,,,
45,,Bread,,,Corn,Dill,Eggs,Ice cream,,Milk,,,,Unicorn,,
46,,,,,,,,,,,,Onion,,,,
47,Apple,,,,,,,,,,,Onion,,,,chocolate
48,,Bread,,,,Dill,,,,,,,Sugar,,Yogurt,chocolate
49,,Bread,Butter,Cheese,,Dill,Eggs,,,,Nutmeg,Onion,Sugar,,,
50,Apple,,Butter,Cheese,Corn,Dill,,,Kidney Beans,Milk,,,,Unicorn,,chocolate
51,Apple,Bread,Butter,,,,,,,,,Onion,Sugar,Unicorn,,chocolate
52,Apple,,,,Corn,,Eggs,Ice cream,Kidney Beans,,Nutmeg,,Sugar,Unicorn,,
53,,,,,,Dill,,,,,,,Sugar,Unicorn,,
54,Apple,,,,,,,,,,,,,,,
55,,Bread,,,,,,Ice cream,,,Nutmeg,,,Unicorn,,
56,,Bread,,,Corn,Dill,,,Kidney Beans,Milk,Nutmeg,,,,Yogurt,chocolate
57,,,,,,,,Ice cream,Kidney Beans,,,,,,Yogurt,
58,Apple,,,Cheese,,Dill,,Ice cream,Kidney Beans,Milk,Nutmeg,,,,,
59,,,,,,,,,,,,,,,Yogurt,chocolate
60,Apple,,,,,,,,,Milk,,Onion,,,,chocolate
61,Apple,Bread,,Cheese,,,,,Kidney Beans,Milk,Nutmeg,,Sugar,,Yogurt,
62,,Bread,Butter,Cheese,Corn,Dill,Eggs,,,Milk,Nutmeg,,,,Yogurt,chocolate
63,,,,,,,,,,,,,,,Yogurt,
64,,,,,,,,Ice cream,,Milk,,Onion,Sugar,Unicorn,,chocolate
65,Apple,Bread,,,Corn,Dill,Eggs,Ice cream,,Milk,,Onion,Sugar,Unicorn,Yogurt,
66,Apple,,Butter,,Corn,,,Ice cream,Kidney Beans,,Nutmeg,Onion,Sugar,,Yogurt,chocolate
67,,Bread,,Cheese,,Dill,,Ice cream,Kidney Beans,Milk,,Onion,Sugar,Unicorn,Yogurt,chocolate
68,,,,,,,,,,,,,,Unicorn,,
69,,Bread,,Cheese,Corn,Dill,Eggs,,,Milk,,,,,Yogurt,
70,,,,,,Dill,,Ice cream,,,,,Sugar,Unicorn,,chocolate
71,,Bread,,,,Dill,Eggs,Ice cream,Kidney Beans,,,,,,Yogurt,chocolate
72,Apple,,,,Corn,,Eggs,,Kidney Beans,,Nutmeg,,Sugar,,,chocolate
73,,,Butter,,Corn,,,Ice cream,,,Nutmeg,Onion,Sugar,Unicorn,Yogurt,chocolate
74,,,,,,,,,,,,Onion,,,,
75,Apple,Bread,,Cheese,Corn,Dill,,Ice cream,,Milk,,,,Unicorn,,chocolate
76,Apple,,,,,,Eggs,Ice cream,,,Nutmeg,,,,,
77,Apple,Bread,Butter,,,Dill,,,,,Nutmeg,Onion,,,Yogurt,chocolate
78,,,,Cheese,,Dill,,Ice cream,Kidney Beans,,Nutmeg,Onion,Sugar,,,chocolate
79,,,Butter,Cheese,,,,Ice cream,,,Nutmeg,,,,,
80,,,,Cheese,,,Eggs,,,,,Onion,,Unicorn,Yogurt,
81,,Bread,Butter,Cheese,,Dill,Eggs,,,,,Onion,,Unicorn,Yogurt,
82,Apple,,Butter,,Corn,,,,,,,,Sugar,,,
83,Apple,,,,,,,,,,,,,,,
84,Apple,Bread,Butter,Cheese,Corn,,,Ice cream,Kidney Beans,Milk,Nutmeg,,,Unicorn,Yogurt,
85,Apple,,Butter,,,,,,,Milk,,Onion,Sugar,,Yogurt,chocolate
86,Apple,,,,Corn,Dill,,,Kidney Beans,Milk,Nutmeg,,,,,chocolate
87,,,Butter,,,,Eggs,,Kidney Beans,,Nutmeg,Onion,Sugar,Unicorn,Yogurt,
88,Apple,,,Cheese,,Dill,,Ice cream,,,,,,,,chocolate
89,Apple,,,Cheese,Corn,Dill,Eggs,,Kidney Beans,,Nutmeg,Onion,Sugar,Unicorn,Yogurt,chocolate
90,Apple,Bread,Butter,,Corn,Dill,,,Kidney Beans,,Nutmeg,Onion,Sugar,Unicorn,Yogurt,chocolate
91,,,,Cheese,Corn,Dill,Eggs,Ice cream,Kidney Beans,Milk,Nutmeg,Onion,,,Yogurt,chocolate
92,Apple,,Butter,,Corn,Dill,,,,,,Onion,Sugar,Unicorn,Yogurt,chocolate
93,,Bread,Butter,Cheese,Corn,,Eggs,Ice cream,,,Nutmeg,Onion,,,Yogurt,chocolate
94,Apple,,,,,Dill,,,,Milk,Nutmeg,Onion,,,Yogurt,
95,,Bread,,,Corn,Dill,,,,Milk,,Onion,,,,
96,Apple,,Butter,,Corn,Dill,,,Kidney Beans,,Nutmeg,,,,Yogurt,
97,,,,,,,,,,,,,,,Yogurt,
98,Apple,,Butter,,Corn,,Eggs,,Kidney Beans,Milk,,Onion,Sugar,Unicorn,Yogurt,
99,,Bread,Butter,Cheese,Corn,,Eggs,,Kidney Beans,Milk,,Onion,Sugar,,Yogurt,chocolate
100,,Bread,,,,,Eggs,,,,,,,,,
101,,Bread,Butter,Cheese,,,,Ice cream,,Milk,,,Sugar,,,chocolate
102,,,,Cheese,,,Eggs,,,,,,Sugar,,Yogurt,chocolate
103,,Bread,,,,,,,,,,,,Unicorn,,
104,,Bread,,Cheese,,,Eggs,Ice cream,,,Nutmeg,Onion,Sugar,Unicorn,,
105,,,,,Corn,,Eggs,,,Milk,,,,,,
106,Apple,,,Cheese,,Dill,Eggs,,Kidney Beans,,,Onion,,Unicorn,,chocolate
107,,,,,,,,,Kidney Beans,,,,,Unicorn,Yogurt,
108,,,,,,,,,,,,,,,Yogurt,
109,,,,,,,,,,,Nutmeg,,,,,
110,Apple,,,Cheese,Corn,Dill,,,,Milk,Nutmeg,Onion,,,Yogurt,
111,Apple,Bread,Butter,Cheese,Corn,Dill,,,,,,Onion,Sugar,Unicorn,Yogurt,chocolate
112,Apple,Bread,,,Corn,,Eggs,Ice cream,Kidney Beans,Milk,Nutmeg,,,,,chocolate
113,,,Butter,,,,Eggs,,Kidney Beans,Milk,Nutmeg,Onion,,,,
114,Apple,Bread,,Cheese,,Dill,Eggs,,,,Nutmeg,Onion,Sugar,,Yogurt,
115,Apple,,,Cheese,,,Eggs,,Kidney Beans,,,,,,,
116,,Bread,Butter,,Corn,,Eggs,Ice cream,,,,Onion,Sugar,Unicorn,,
117,Apple,Bread,Butter,Cheese,,,,,,Milk,,Onion,Sugar,,,chocolate
118,Apple,,,Cheese,Corn,Dill,,Ice cream,,,,,Sugar,,Yogurt,
119,,,,,Corn,,Eggs,,,,Nutmeg,Onion,,Unicorn,Yogurt,chocolate
120,,,Butter,Cheese,,Dill,,Ice cream,,,,,Sugar,,,
121,,,,Cheese,,,,,,,Nutmeg,Onion,,,Yogurt,
122,,,Butter,,Corn,,,Ice cream,Kidney Beans,,,,,Unicorn,Yogurt,
123,,Bread,,,Corn,Dill,Eggs,,Kidney Beans,,Nutmeg,,,,Yogurt,chocolate
124,,,,Cheese,,,,,,,,,,,,
125,,Bread,Butter,,,Dill,Eggs,,,,,,,,Yogurt,
126,Apple,,,,,,,Ice cream,,,,Onion,,,Yogurt,chocolate
127,,,,,,,,,Kidney Beans,,Nutmeg,,Sugar,,,chocolate
128,Apple,,Butter,Cheese,Corn,,Eggs,,,Milk,Nutmeg,Onion,Sugar,Unicorn,Yogurt,
129,,Bread,Butter,,Corn,,,Ice cream,Kidney Beans,Milk,Nutmeg,Onion,Sugar,,Yogurt,chocolate
130,Apple,,Butter,,,,,,,,,,,Unicorn,Yogurt,chocolate
131,Apple,Bread,Butter,,,Dill,,,,Milk,Nutmeg,,Sugar,,,chocolate
132,Apple,,,Cheese,,Dill,Eggs,,,,Nutmeg,Onion,Sugar,Unicorn,Yogurt,
133,,,,Cheese,,Dill,Eggs,,Kidney Beans,Milk,Nutmeg,,,Unicorn,,chocolate
134,,,,,,,,,Kidney Beans,,Nutmeg,,Sugar,,,
135,,,Butter,Cheese,Corn,Dill,,Ice cream,Kidney Beans,,Nutmeg,Onion,,,Yogurt,
136,,Bread,Butter,,,Dill,Eggs,Ice cream,,Milk,,Onion,,Unicorn,Yogurt,chocolate
137,Apple,,,,Corn,Dill,Eggs,,,Milk,,,,,Yogurt,chocolate
138,,,,,,,,,Kidney Beans,,,,,,,
139,,,,Cheese,Corn,,,,Kidney Beans,Milk,,Onion,,,,
140,Apple,,Butter,Cheese,Corn,Dill,,Ice cream,Kidney Beans,Milk,Nutmeg,,Sugar,Unicorn,,chocolate
141,Apple,Bread,Butter,,Corn,,,,,Milk,Nutmeg,,,Unicorn,Yogurt,
142,,,,Cheese,,Dill,Eggs,,,,,,,Unicorn,,
143,Apple,Bread,,,Corn,,Eggs,Ice cream,Kidney Beans,,,Onion,Sugar,,Yogurt,
144,,,,,,,,,Kidney Beans,Milk,Nutmeg,,Sugar,Unicorn,Yogurt,
145,,Bread,Butter,Cheese,Corn,,,,Kidney Beans,Milk,Nutmeg,Onion,Sugar,Unicorn,,
146,,,,,,Dill,,Ice cream,,Milk,,Onion,Sugar,,,
147,,,,,Corn,Dill,,Ice cream,Kidney Beans,,Nutmeg,,Sugar,Unicorn,,chocolate
148,Apple,Bread,,Cheese,,,Eggs,,,,,,,,,chocolate
149,,,,,,,Eggs,,,,Nutmeg,,Sugar,Unicorn,Yogurt,
150,Apple,Bread,Butter,,Corn,,,Ice cream,,,Nutmeg,Onion,Sugar,Unicorn,Yogurt,
151,,,,Cheese,Corn,,,Ice cream,Kidney Beans,,Nutmeg,,Sugar,,Yogurt,
152,,,,,,,,,Kidney Beans,,,,,,,
153,,,,,,,,,,,,,,Unicorn,,
154,,,,Cheese,,,,,Kidney Beans,Milk,,,Sugar,Unicorn,,
155,,,,,Corn,,,,Kidney Beans,,,,Sugar,Unicorn,,
156,,Bread,Butter,,Corn,,,,Kidney Beans,,,,,,Yogurt,
157,Apple,,Butter,,,Dill,Eggs,Ice cream,Kidney Beans,Milk,,Onion,Sugar,,Yogurt,
158,,,,,Corn,,,,,,,,,,,
159,Apple,,,,Corn,,,,,Milk,Nutmeg,,Sugar,,,
160,,,,,,Dill,,,,,,,,,,
161,,,,,Corn,,Eggs,Ice cream,Kidney Beans,,Nutmeg,,,Unicorn,,chocolate
162,,,,,,,Eggs,,Kidney Beans,Milk,Nutmeg,,Sugar,Unicorn,,
163,,,Butter,,Corn,Dill,Eggs,Ice cream,,Milk,,Onion,Sugar,Unicorn,Yogurt,chocolate
164,Apple,,Butter,,Corn,Dill,Eggs,Ice cream,,,,,Sugar,Unicorn,,chocolate
165,,,,,,,,,,,,,,,Yogurt,
166,Apple,Bread,Butter,Cheese,Corn,,Eggs,Ice cream,Kidney Beans,,Nutmeg,,Sugar,Unicorn,,chocolate
167,,Bread,,,,Dill,,,,,Nutmeg,Onion,,Unicorn,Yogurt,
168,,,,,,,,Ice cream,,,,,,,,
169,Apple,Bread,,,,,,,,,,,,,,
170,,Bread,Butter,,,,Eggs,Ice cream,Kidney Beans,,Nutmeg,,Sugar,,,chocolate
171,Apple,,Butter,Cheese,,Dill,,Ice cream,Kidney Beans,,Nutmeg,,Sugar,Unicorn,Yogurt,
172,,,,,,,,,,,,Onion,,,,chocolate
173,,Bread,,,,,Eggs,,,,,,Sugar,,,chocolate
174,,Bread,,Cheese,,,,,,,,Onion,,,,chocolate
175,,,Butter,Cheese,,,,,,,Nutmeg,,,,,
176,,,Butter,Cheese,,Dill,Eggs,,Kidney Beans,Milk,Nutmeg,,,Unicorn,Yogurt,
177,,Bread,,Cheese,Corn,,,,,Milk,Nutmeg,,Sugar,,Yogurt,chocolate
178,,Bread,,,,,,,Kidney Beans,,,,,,,
179,,,,,,,,Ice cream,,Milk,,,,,,chocolate
180,,,Butter,Cheese,Corn,Dill,,,,Milk,,,Sugar,Unicorn,,chocolate
181,Apple,,Butter,Cheese,,,Eggs,,,,,Onion,Sugar,,Yogurt,chocolate
182,,,,,,Dill,,,,,Nutmeg,,,,,
183,Apple,Bread,Butter,,Corn,,Eggs,,Kidney Beans,Milk,Nutmeg,Onion,,Unicorn,Yogurt,chocolate
184,,,Butter,,,,,,,,Nutmeg,,,,,chocolate
185,,,Butter,Cheese,,,,Ice cream,Kidney Beans,Milk,Nutmeg,Onion,,Unicorn,Yogurt,chocolate
186,Apple,,Butter,Cheese,,Dill,Eggs,Ice cream,Kidney Beans,Milk,Nutmeg,Onion,,Unicorn,Yogurt,chocolate
187,,,,,Corn,,,Ice cream,,,Nutmeg,Onion,,Unicorn,Yogurt,chocolate
188,Apple,,Butter,Cheese,Corn,Dill,,,Kidney Beans,,,,Sugar,Unicorn,Yogurt,
189,Apple,Bread,,,Corn,Dill,,,Kidney Beans,Milk,Nutmeg,,Sugar,Unicorn,Yogurt,chocolate
190,Apple,,,Cheese,Corn,,,Ice cream,Kidney Beans,,,,,,Yogurt,
191,Apple,,,Cheese,,,,,,Milk,,,,,,
192,Apple,Bread,Butter,Cheese,,Dill,,Ice cream,,,Nutmeg,Onion,Sugar,,,chocolate
193,,,,Cheese,Corn,,Eggs,,Kidney Beans,,,Onion,,Unicorn,Yogurt,
194,,,Butter,Cheese,,Dill,Eggs,Ice cream,,,,Onion,,Unicorn,,chocolate
195,,,,,Corn,Dill,,,,Milk,,,,,,
196,Apple,Bread,,Cheese,Corn,Dill,Eggs,,,Milk,,Onion,Sugar,Unicorn,,
197,,Bread,Butter,Cheese,,,Eggs,,Kidney Beans,Milk,Nutmeg,Onion,,,,
198,Apple,,,,,,,Ice cream,,Milk,,,,,,chocolate
199,,,Butter,Cheese,,Dill,,Ice cream,Kidney Beans,Milk,,,Sugar,,Yogurt,
200,,,,,,Dill,,Ice cream,,,Nutmeg,Onion,,,,chocolate
201,,,Butter,,,,,Ice cream,,Milk,,,Sugar,Unicorn,,chocolate
202,,Bread,Butter,,,Dill,Eggs,Ice cream,Kidney Beans,Milk,,Onion,,Unicorn,,
203,,,,,,,,Ice cream,,,,,,Unicorn,,
204,,Bread,,Cheese,,Dill,Eggs,Ice cream,Kidney Beans,,,,,Unicorn,Yogurt,
205,Apple,,,,Corn,,,,,,,,Sugar,,,
206,,,,Cheese,Corn,,,,,Milk,,,Sugar,,Yogurt,chocolate
207,,,,Cheese,,,,,Kidney Beans,,Nutmeg,Onion,Sugar,Unicorn,,
208,,,,,,,,,,,Nutmeg,,Sugar,Unicorn,Yogurt,
209,,Bread,Butter,Cheese,,Dill,,Ice cream,,,Nutmeg,Onion,,Unicorn,,chocolate
210,Apple,Bread,Butter,,Corn,Dill,Eggs,Ice cream,Kidney Beans,,,,Sugar,,Yogurt,
211,Apple,Bread,Butter,,Corn,,,Ice cream,Kidney Beans,,,,,,,chocolate
212,,Bread,Butter,Cheese,,,Eggs,,,Milk,Nutmeg,,,,Yogurt,chocolate
213,,,,,,,Eggs,,,,,,,,,
214,,,Butter,,,,Eggs,,Kidney Beans,Milk,,Onion,,,Yogurt,chocolate
215,,,Butter,,,Dill,,,,,Nutmeg,,Sugar,Unicorn,,chocolate
216,,Bread,Butter,Cheese,Corn,,Eggs,Ice cream,,Milk,Nutmeg,Onion,,,,chocolate
217,Apple,,,,Corn,,Eggs,Ice cream,,,Nutmeg,,,,,
218,Apple,Bread,,,,Dill,,,,,Nutmeg,,Sugar,Unicorn,,
219,,,,,,Dill,,,,,,Onion,,,,
220,,,,,,,Eggs,Ice cream,,,Nutmeg,Onion,,,,chocolate
221,Apple,Bread,,,,,Eggs,,Kidney Beans,Milk,Nutmeg,Onion,Sugar,,Yogurt,
222,,,,Cheese,,,Eggs,,Kidney Beans,,,,,,,chocolate
223,,Bread,Butter,,,Dill,,,,,Nutmeg,Onion,,,Yogurt,chocolate
224,Apple,,Butter,Cheese,Corn,Dill,Eggs,Ice cream,Kidney Beans,Milk,Nutmeg,,Sugar,Unicorn,,
225,Apple,,Butter,,,,Eggs,Ice cream,,Milk,,,Sugar,,,
226,,,,Cheese,Corn,,Eggs,,,,,,Sugar,Unicorn,Yogurt,
227,,Bread,,,,,,,,,,,,Unicorn,,
228,Apple,,Butter,Cheese,Corn,Dill,Eggs,Ice cream,,,Nutmeg,Onion,Sugar,Unicorn,,
229,Apple,,,,Corn,,,,,,,,,,,
230,,Bread,,,Corn,Dill,,,,Milk,,,,,,chocolate
231,Apple,,,Cheese,Corn,Dill,,,,,Nutmeg,,Sugar,,,
232,,,Butter,,,,,Ice cream,,Milk,,,,,Yogurt,chocolate
233,,,,Cheese,Corn,,,,,,Nutmeg,,Sugar,,,
234,Apple,Bread,,,,,,,,,,,,,,
235,,,,,,Dill,,,,,,,,,,
236,,,,,,,,Ice cream,,,Nutmeg,,Sugar,Unicorn,,
237,,,,,Corn,,,,,,,Onion,,,,
238,Apple,Bread,Butter,Cheese,Corn,,,Ice cream,Kidney Beans,Milk,Nutmeg,Onion,Sugar,,Yogurt,chocolate
239,,Bread,Butter,,Corn,,,,,,,,,Unicorn,Yogurt,
240,,Bread,,,,,,,,,,,,Unicorn,Yogurt,
241,Apple,Bread,,,Corn,Dill,,,,Milk,,,,,,chocolate
242,,,,,,Dill,,,,,,,,,,
243,Apple,,Butter,Cheese,,,,Ice cream,Kidney Beans,Milk,,,Sugar,Unicorn,Yogurt,chocolate
244,,Bread,,,,Dill,Eggs,Ice cream,,,,,Sugar,,,
245,Apple,,,Cheese,Corn,,,,,Milk,Nutmeg,Onion,,Unicorn,Yogurt,chocolate
246,,,Butter,,Corn,,,,Kidney Beans,,,Onion,,,,
247,Apple,,,,Corn,Dill,,,,,Nutmeg,Onion,,,,
248,,Bread,,Cheese,,,Eggs,,,Milk,Nutmeg,,,Unicorn,,
249,Apple,,Butter,Cheese,,,,Ice cream,Kidney Beans,Milk,,,,,,chocolate
250,,,Butter,,Corn,Dill,Eggs,Ice cream,,,Nutmeg,Onion,,,Yogurt,chocolate
251,Apple,Bread,Butter,Cheese,,,,Ice cream,Kidney Beans,,,Onion,Sugar,,,
252,,,Butter,,,,,,,,,,,,,
253,,Bread,Butter,,,Dill,,,,,Nutmeg,,,Unicorn,Yogurt,
254,,Bread,,,Corn,,,,,,,,,,Yogurt,
255,Apple,,Butter,,Corn,Dill,,Ice cream,Kidney Beans,Milk,Nutmeg,Onion,,,,chocolate
256,,,,,Corn,,,,,,,,,,Yogurt,
257,Apple,,Butter,Cheese,Corn,,,Ice cream,Kidney Beans,,Nutmeg,,Sugar,Unicorn,,chocolate
258,,,,Cheese,,,,,,,,,,,,
259,,,Butter,,,,,Ice cream,Kidney Beans,Milk,,,Sugar,Unicorn,,chocolate
260,,,,,Corn,,Eggs,,Kidney Beans,Milk,Nutmeg,,,,,
261,Apple,,,Cheese,Corn,Dill,,,Kidney Beans,Milk,,Onion,Sugar,Unicorn,,chocolate
262,Apple,Bread,Butter,Cheese,Corn,Dill,Eggs,Ice cream,,,,Onion,,Unicorn,,
263,Apple,,,Cheese,Corn,Dill,Eggs,,,,Nutmeg,Onion,Sugar,Unicorn,,chocolate
264,,,,,Corn,Dill,,,,,,,,,,
265,Apple,,,,,,,,,,,,,,,
266,,,Butter,,,,,Ice cream,Kidney Beans,,,,,,,
267,Apple,Bread,,Cheese,Corn,Dill,Eggs,,Kidney Beans,Milk,,Onion,Sugar,Unicorn,Yogurt,
268,,Bread,,Cheese,Corn,,,Ice cream,Kidney Beans,,Nutmeg,,Sugar,Unicorn,Yogurt,chocolate
269,,,,,,,,,Kidney Beans,,,,,,,
270,Apple,Bread,,,Corn,,,,,Milk,Nutmeg,Onion,,,Yogurt,
271,,Bread,Butter,Cheese,Corn,,Eggs,,,,Nutmeg,Onion,,,Yogurt,chocolate
272,,,,,Corn,,,,Kidney Beans,Milk,,,,Unicorn,,
273,Apple,Bread,,Cheese,,,,Ice cream,,,Nutmeg,Onion,,Unicorn,,
274,,,,Cheese,,Dill,,,Kidney Beans,,Nutmeg,Onion,Sugar,,,
275,Apple,,Butter,,Corn,Dill,,,Kidney Beans,Milk,,Onion,,Unicorn,,
276,Apple,Bread,Butter,,Corn,,Eggs,Ice cream,,,,,Sugar,Unicorn,Yogurt,
277,,,Butter,Cheese,,,Eggs,Ice cream,Kidney Beans,,,Onion,,Unicorn,Yogurt,
278,,Bread,Butter,,Corn,,,,,Milk,,,,Unicorn,Yogurt,
279,Apple,Bread,Butter,,Corn,,,Ice cream,,,,,Sugar,Unicorn,Yogurt,
280,,,,,Corn,Dill,,Ice cream,,Milk,Nutmeg,Onion,,,,
281,,Bread,Butter,,Corn,,Eggs,,Kidney Beans,,,Onion,Sugar,,Yogurt,chocolate
282,,Bread,Butter,Cheese,,,,,,,,Onion,Sugar,,Yogurt,
283,,,Butter,Cheese,Corn,,,Ice cream,,Milk,,,,Unicorn,Yogurt,
284,Apple,Bread,Butter,,Corn,,Eggs,Ice cream,,,Nutmeg,Onion,Sugar,,,chocolate
285,,,,,,,Eggs,,,,,,,Unicorn,Yogurt,
286,Apple,,Butter,,,,Eggs,,Kidney Beans,,Nutmeg,,Sugar,,Yogurt,
287,Apple,Bread,,,,Dill,Eggs,Ice cream,,Milk,Nutmeg,,Sugar,,Yogurt,chocolate
288,Apple,Bread,Butter,,,Dill,,,Kidney Beans,Milk,Nutmeg,Onion,,Unicorn,,chocolate
289,,Bread,,Cheese,,Dill,,,,Milk,,Onion,,,,chocolate
290,,,Butter,Cheese,Corn,,Eggs,Ice cream,Kidney Beans,,,,,,Yogurt,chocolate
291,Apple,Bread,,,,Dill,,,,Milk,,Onion,Sugar,Unicorn,,chocolate
292,,,Butter,Cheese,,Dill,Eggs,,Kidney Beans,,Nutmeg,,,Unicorn,,chocolate
293,,,Butter,,Corn,,Eggs,,Kidney Beans,,Nutmeg,Onion,,,Yogurt,chocolate
294,,,Butter,Cheese,Corn,Dill,,Ice cream,Kidney Beans,Milk,,Onion,,,,chocolate
295,Apple,,Butter,Cheese,,,,,,,,,Sugar,Unicorn,Yogurt,chocolate
296,Apple,,,Cheese,Corn,,,,,,,,,,,chocolate
297,,,,Cheese,Corn,Dill,,Ice cream,,,Nutmeg,Onion,,Unicorn,Yogurt,chocolate
298,Apple,,,,Corn,,,,Kidney Beans,,,,,,,
299,Apple,,,Cheese,,,Eggs,Ice cream,Kidney Beans,Milk,,Onion,Sugar,Unicorn,Yogurt,chocolate
300,,Bread,,Cheese,,Dill,Eggs,,Kidney Beans,,Nutmeg,,Sugar,,Yogurt,chocolate
301,,Bread,,Cheese,,,,,,,,,,,,chocolate
302,Apple,,,Cheese,Corn,Dill,Eggs,Ice cream,,,,Onion,Sugar,,Yogurt,
303,,Bread,,,Corn,,Eggs,,,,Nutmeg,Onion,,Unicorn,,chocolate
304,,,,Cheese,Corn,,,Ice cream,,,Nutmeg,,Sugar,,,
305,,,,,,Dill,,,Kidney Beans,,,,,,,
306,Apple,,Butter,,,,Eggs,,Kidney Beans,Milk,Nutmeg,,Sugar,,Yogurt,
307,Apple,,Butter,,Corn,,Eggs,,,Milk,Nutmeg,Onion,Sugar,,Yogurt,chocolate
308,Apple,,Butter,Cheese,Corn,,,Ice cream,Kidney Beans,,,Onion,,Unicorn,,
309,,,,,Corn,Dill,,Ice cream,,Milk,,,Sugar,Unicorn,,chocolate
310,Apple,,,,,Dill,,Ice cream,Kidney Beans,,,,,,,chocolate
311,Apple,,Butter,Cheese,,Dill,Eggs,,,Milk,,,Sugar,,,chocolate
312,,,Butter,,Corn,Dill,,Ice cream,Kidney Beans,Milk,Nutmeg,,Sugar,,Yogurt,
313,Apple,Bread,Butter,Cheese,,Dill,Eggs,,,Milk,,Onion,Sugar,,,
314,Apple,Bread,,,Corn,Dill,Eggs,Ice cream,,Milk,,Onion,Sugar,Unicorn,Yogurt,chocolate
315,Apple,Bread,Butter,Cheese,Corn,Dill,Eggs,Ice cream,Kidney Beans,Milk,,,,,Yogurt,chocolate
